timestamp,quality_score,channels,std_dev_mult,cmf_length,cmf_buy_threshold,cmf_sell_threshold,buy_threshold,sell_threshold,total_return_pct,total_trades,win_rate_pct,profit_factor,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,avg_profit_pct,avg_loss_pct,profit_loss_ratio,max_consecutive_losses,max_consecutive_wins,avg_trade_duration,expectancy
2025-10-26 21:00:09,0.9917,"(2, 2, 2, 20)",5.0000,96,-0.2000,0.1500,80,15,0.0001,34,64.7059,3.2124,2.7126,5.3761,3.3889,-0.0000,1.8341,-0.9245,1.9840,4,6,317.5882,0.8605
2025-10-26 21:00:09,0.9932,"(2, 2, 2, 20)",5.0000,96,-0.2000,0.1500,80,20,0.0001,36,61.1111,3.0958,2.6827,5.2304,3.7412,-0.0000,1.8599,-0.8481,2.1932,5,4,332.4167,0.8068
2025-10-26 21:00:09,0.9920,"(2, 2, 2, 20)",5.0000,96,-0.2000,0.1500,80,25,0.0001,37,62.1622,2.9975,2.5553,4.8760,3.1479,-0.0000,1.7214,-0.8546,2.0142,5,7,327.8108,0.7467
2025-10-26 21:00:09,0.9838,"(2, 2, 2, 20)",5.0000,96,-0.2000,0.1500,85,15,0.0001,34,67.6471,3.0447,2.6481,5.0055,2.9534,-0.0000,1.7504,-1.0462,1.6731,4,8,324.5882,0.8456
2025-10-26 21:00:09,0.9882,"(2, 2, 2, 20)",5.0000,96,-0.2000,0.1500,85,20,0.0001,36,63.8889,2.9272,2.6188,4.9214,3.1946,-0.0000,1.7751,-0.9493,1.8699,5,8,339.0000,0.7913
2025-10-26 21:00:09,0.9813,"(2, 2, 2, 20)",5.0000,96,-0.1500,0.1500,75,15,0.0001,59,59.3220,2.0857,2.2589,4.2379,1.9824,-0.0001,1.9325,-1.1267,1.7152,4,6,315.5593,0.6881
2025-10-26 21:00:09,0.9812,"(2, 2, 2, 20)",5.0000,104,-0.1500,0.2500,70,35,0.0002,33,66.6667,3.4759,2.1614,9.6796,3.6950,-0.0000,4.0790,-1.9253,2.1186,3,4,937.3939,2.0775
2025-10-26 21:00:09,0.9805,"(2, 2, 2, 20)",5.0000,104,-0.1500,0.2500,70,40,0.0002,34,61.7647,3.1979,2.0738,9.2487,3.5895,-0.0000,4.2969,-1.6578,2.5919,3,4,946.4118,2.0201
2025-10-26 21:00:09,0.9805,"(2, 2, 2, 20)",5.0000,104,-0.1500,0.2500,75,20,0.0002,31,64.5161,3.3838,2.1072,9.0401,3.5113,-0.0000,4.2729,-1.8008,2.3727,3,4,960.8387,2.1177
2025-10-26 21:00:09,0.9863,"(2, 2, 2, 20)",5.0000,104,-0.1500,0.2500,75,35,0.0002,32,65.6250,3.6951,2.2563,10.3620,4.0246,-0.0000,4.3882,-1.8775,2.3373,3,4,976.6562,2.2344
2025-10-26 21:00:09,0.9844,"(2, 2, 2, 20)",5.0000,104,-0.1500,0.2500,75,40,0.0002,33,63.6364,3.4580,2.1738,9.9759,3.9262,-0.0000,4.3944,-1.7124,2.5662,3,4,985.1212,2.1738
2025-10-26 21:00:09,0.9873,"(2, 2, 2, 20)",5.0000,104,-0.1500,0.2500,80,35,0.0002,30,66.6667,3.8900,2.2882,8.8546,4.0995,-0.0000,4.5731,-1.7394,2.6291,5,5,1064.4333,2.4689
2025-10-26 21:00:09,0.9836,"(2, 2, 2, 20)",5.0000,104,-0.1500,0.2500,80,40,0.0002,31,61.2903,3.5539,2.1851,8.8943,3.9283,-0.0000,4.8228,-1.7888,2.6961,5,4,1080.0323,2.2635
2025-10-26 21:00:09,0.9896,"(2, 2, 2, 20)",5.0000,112,-0.1500,0.2500,60,35,0.0002,30,66.6667,4.1812,2.2604,10.8737,4.3690,-0.0000,5.0282,-1.7584,2.8595,3,7,1118.1667,2.7660
2025-10-26 21:00:09,0.9907,"(2, 2, 2, 20)",5.0000,112,-0.1500,0.2500,60,40,0.0002,30,63.3333,4.1892,2.2669,10.8068,4.5180,-0.0000,5.2922,-1.7652,2.9981,3,7,1117.5000,2.7045
2025-10-26 21:00:09,0.9899,"(2, 2, 2, 20)",5.0000,112,-0.1500,0.2500,65,35,0.0002,30,66.6667,4.2496,2.2616,11.0900,4.4564,-0.0000,4.9863,-1.7163,2.9052,3,7,1117.8667,2.7521
